recipient_id,created_ts,receive_country,payout_method,account_masked
R00964,2026-02-15 19:41:39,UG,mtn_momo,***5654
R00965,2026-01-21 10:00:42,KE,mpesa,***8123
R00966,2026-02-13 17:34:53,KE,mpesa,***5487
R00967,2026-01-11 14:23:53,NG,bank,***5746
R00968,2026-01-07 10:00:23,UG,airtel_money,***9300
R00969,2026-02-26 17:27:15,NG,bank,***9830
R00970,2026-03-20 13:31:20,GH,mtn_momo,***3867
R00971,2026-01-21 20:13:14,TZ,mpesa,***4164
R00972,2026-02-27 20:31:11,KE,bank,***1152
R00973,2026-01-12 15:13:51,TZ,tigopesa,***7250
R00974,2026-03-13 17:03:46,TZ,tigopesa,***8319
R00975,2026-03-03 19:15:51,KE,mpesa,***4277
R00976,2026-03-19 21:00:36,KE,bank,***3562
R00977,2026-03-26 13:52:47,UG,mtn_momo,***8935
R00978,2026-02-16 10:38:03,GH,mtn_momo,***4060
R00979,2026-02-12 19:07:51,KE,mpesa,***4469
R00980,2026-03-28 17:14:40,TZ,mpesa,***1308
R00981,2026-03-09 19:20:53,KE,mpesa,***4181
R00982,2026-03-20 09:34:15,UG,mtn_momo,***6678
R00983,2026-02-18 15:22:32,UG,mtn_momo,***9947
R00984,2026-02-22 17:36:53,UG,mtn_momo,***1019
R00985,2026-02-21 07:17:16,TZ,tigopesa,***6112
R00986,2026-03-16 17:09:06,TZ,tigopesa,***4712
R00987,2026-01-09 22:31:53,TZ,mpesa,***6144
R00988,2026-01-28 12:37:44,KE,bank,***3299
R00989,2026-03-19 13:20:46,UG,mtn_momo,***3596
R00990,2026-02-15 21:32:34,UG,mtn_momo,***9593
R00991,2026-03-10 06:23:44,KE,bank,***6211
R00992,2026-02-25 11:51:28,GH,mtn_momo,***6022
R00993,2026-02-25 06:00:59,GH,mtn_momo,***4168
R00994,2026-02-23 22:54:11,NG,bank,***5791
R00995,2026-03-22 21:39:24,TZ,mpesa,***6161
R00996,2026-03-11 21:52:25,KE,bank,***9577
R00997,2026-03-05 07:56:13,TZ,mpesa,***2573
R00998,2026-01-20 12:56:34,TZ,mpesa,***1139
R00999,2026-03-25 07:04:25,UG,airtel_money,***6181
R01000,2026-02-15 13:25:04,TZ,mpesa,***7602
R01001,2026-03-26 09:38:05,TZ,mpesa,***4291
R01002,2026-01-12 22:51:38,GH,bank,***4075
R01003,2026-02-24 20:20:22,GH,bank,***9339
R01004,2026-01-02 22:21:09,GH,mtn_momo,***8055
R01005,2026-02-10 13:35:22,TZ,mpesa,***2183
R01006,2026-02-17 21:20:39,UG,mtn_momo,***3877
R01007,2026-03-23 13:04:01,TZ,tigopesa,***2846
R01008,2026-02-22 20:11:56,UG,mtn_momo,***3025
R01009,2026-01-04 20:12:41,UG,airtel_money,***3218
R01010,2026-03-08 19:09:56,UG,airtel_money,***5444
R01011,2026-02-04 15:43:06,TZ,mpesa,***2053
R01012,2026-03-10 10:20:09,TZ,tigopesa,***3319
R01013,2026-03-04 15:01:38,TZ,tigopesa,***6181
R01014,2026-03-06 09:53:43,GH,mtn_momo,***6012
R01015,2026-02-05 21:00:04,TZ,tigopesa,***8570
R01016,2026-03-19 13:24:35,TZ,tigopesa,***3777
R01017,2026-01-23 15:55:34,UG,mtn_momo,***7382
R01018,2026-01-10 16:07:48,NG,bank,***1720
R01019,2026-03-14 09:22:08,TZ,tigopesa,***1251
R01020,2026-01-20 21:54:23,TZ,mpesa,***6279
R01021,2026-02-02 17:52:26,NG,bank,***3766
R01022,2026-01-21 17:10:41,TZ,mpesa,***4132
R01023,2026-03-19 21:22:03,GH,mtn_momo,***6487
R01024,2026-03-30 11:39:51,TZ,mpesa,***3896
R01025,2026-01-28 21:22:43,GH,bank,***3483
R01026,2026-01-17 08:46:02,UG,airtel_money,***1120
R01027,2026-02-12 17:44:48,GH,bank,***8129
R01028,2026-02-13 14:10:56,NG,bank,***4457
R01029,2026-02-11 12:31:42,TZ,tigopesa,***8530
R01030,2026-01-18 17:10:01,UG,airtel_money,***3871
R01031,2026-02-05 21:43:20,KE,mpesa,***1610
R01032,2026-02-22 11:46:06,KE,bank,***7114
R01033,2026-03-24 16:37:52,KE,bank,***6181
R01034,2026-01-23 14:58:37,GH,mtn_momo,***5232
R01035,2026-02-04 16:36:52,UG,mtn_momo,***8925
R01036,2026-01-10 07:56:44,NG,bank,***5182
R01037,2026-02-03 21:05:06,UG,airtel_money,***3394
R01038,2026-03-04 17:49:00,UG,airtel_money,***3228
R01039,2026-03-27 21:41:40,UG,airtel_money,***3396
R01040,2026-02-01 07:13:18,UG,airtel_money,***7434
R01041,2026-01-14 15:55:36,KE,bank,***3783
R01042,2026-03-04 06:58:07,KE,mpesa,***9934
R01043,2026-03-13 08:37:02,GH,bank,***6038
R01044,2026-02-04 22:49:05,UG,mtn_momo,***6561
R01045,2026-02-01 20:06:42,UG,airtel_money,***5715
R01046,2026-01-15 16:43:24,NG,bank,***8026
R01047,2026-01-15 21:03:33,NG,bank,***2465
R01048,2026-01-30 08:04:08,GH,mtn_momo,***9890
R01049,2026-01-27 20:25:37,TZ,tigopesa,***9067
R01050,2026-02-05 13:29:05,KE,bank,***5015
R01051,2026-03-20 18:15:09,NG,bank,***6469
R01052,2026-02-18 16:20:29,GH,mtn_momo,***5128
R01053,2026-01-30 13:36:23,TZ,mpesa,***8035
R01054,2026-02-22 07:22:46,UG,airtel_money,***9381
R01055,2026-01-03 21:18:48,UG,airtel_money,***6901
R01056,2026-01-15 13:51:54,UG,mtn_momo,***6954
R01057,2026-03-18 06:17:49,UG,mtn_momo,***5613
R01058,2026-02-18 17:29:30,UG,mtn_momo,***9952
R01059,2026-03-21 14:31:29,NG,bank,***8367
R01060,2026-03-08 18:44:40,UG,mtn_momo,***7632
R01061,2026-02-10 08:52:30,KE,mpesa,***8539
R01062,2026-02-16 08:28:32,KE,bank,***3759
R01063,2026-01-19 21:40:59,NG,bank,***9326
R01064,2026-01-09 11:44:08,NG,bank,***5479
R01065,2026-03-07 06:14:56,TZ,mpesa,***3448
R01066,2026-03-17 21:50:20,GH,bank,***4540
R01067,2026-02-28 10:25:53,UG,airtel_money,***9461
R01068,2026-02-14 15:22:40,KE,bank,***8705
R01069,2026-01-31 11:02:19,GH,bank,***8366
R01070,2026-03-15 07:41:40,GH,bank,***8906
R01071,2026-01-05 08:11:34,UG,mtn_momo,***1970
R01072,2026-03-09 10:38:36,UG,mtn_momo,***4373
R01073,2026-03-16 13:46:43,NG,bank,***2511
R01074,2026-01-08 06:06:09,NG,bank,***7648
R01075,2026-02-05 15:45:25,GH,mtn_momo,***7553
R01076,2026-02-19 21:30:05,NG,bank,***4629
R01077,2026-03-24 18:45:06,GH,mtn_momo,***9970
R01078,2026-03-06 10:44:05,GH,mtn_momo,***4612
R01079,2026-01-16 08:42:45,GH,bank,***3885
R01080,2026-01-30 07:00:10,UG,airtel_money,***4241
R01081,2026-01-31 10:50:12,NG,bank,***2681
R01082,2026-01-08 09:26:45,NG,bank,***6618
R01083,2026-01-22 08:08:01,NG,bank,***1013
R01084,2026-03-12 12:51:57,KE,bank,***7546
R01085,2026-01-20 20:25:55,TZ,mpesa,***5819
R01086,2026-01-31 16:39:16,GH,bank,***9458
R01087,2026-03-17 16:22:45,GH,mtn_momo,***9221
R01088,2026-03-05 10:49:58,GH,mtn_momo,***7064
R01089,2026-03-21 18:59:34,UG,mtn_momo,***1305
R01090,2026-02-16 06:25:28,KE,mpesa,***4300
R01091,2026-01-12 10:56:26,GH,bank,***8854
R01092,2026-01-08 19:14:30,GH,bank,***1972
R01093,2026-01-06 17:20:59,KE,mpesa,***7632
R01094,2026-01-10 11:17:38,UG,airtel_money,***1721
R01095,2026-02-21 11:27:17,TZ,tigopesa,***7330
R01096,2026-02-20 18:52:40,TZ,mpesa,***7729
R01097,2026-03-25 21:16:57,NG,bank,***9835
R01098,2026-03-21 21:47:01,NG,bank,***6786
R01099,2026-03-28 15:44:14,NG,bank,***5109
R01100,2026-01-09 14:48:44,NG,bank,***2250
R01101,2026-01-05 13:47:15,NG,bank,***8943
R01102,2026-03-08 22:13:28,NG,bank,***1996
R01103,2026-03-17 13:40:50,TZ,mpesa,***9074
R01104,2026-01-07 11:51:56,TZ,tigopesa,***7296
R01105,2026-01-11 08:35:23,TZ,mpesa,***4994
R01106,2026-03-15 17:30:42,GH,bank,***4460
R01107,2026-01-06 08:04:26,UG,airtel_money,***6207
R01108,2026-03-08 08:07:45,KE,mpesa,***4226
R01109,2026-01-18 16:14:12,KE,bank,***6078
R01110,2026-01-28 18:40:51,GH,bank,***9478
R01111,2026-01-05 06:36:25,KE,mpesa,***7079
R01112,2026-03-08 10:36:13,KE,mpesa,***4394
R01113,2026-01-14 19:37:23,KE,bank,***7143
R01114,2026-03-25 22:21:22,GH,mtn_momo,***1426
R01115,2026-02-20 19:01:17,GH,mtn_momo,***7789
R01116,2026-01-19 09:21:35,NG,bank,***5795
R01117,2026-02-03 12:44:22,KE,bank,***3603
R01118,2026-02-15 20:11:06,NG,bank,***4726
R01119,2026-02-04 22:58:22,NG,bank,***7538
R01120,2026-02-19 06:31:02,KE,mpesa,***7620
R01121,2026-02-27 12:52:52,GH,bank,***8076
R01122,2026-01-08 07:45:40,UG,mtn_momo,***4570
R01123,2026-03-06 07:50:51,KE,mpesa,***2859
R01124,2026-03-11 08:15:20,KE,mpesa,***4618
R01125,2026-03-22 08:21:27,KE,bank,***1109
R01126,2026-02-14 18:08:48,TZ,mpesa,***7555
R01127,2026-03-22 22:31:48,GH,mtn_momo,***5553
R01128,2026-02-05 20:37:36,KE,bank,***5165
R01129,2026-03-27 19:57:31,GH,bank,***6153
R01130,2026-02-06 13:37:46,NG,bank,***4116
R01131,2026-01-18 14:20:44,TZ,mpesa,***2610
R01132,2026-03-15 14:08:09,TZ,mpesa,***2909
R01133,2026-01-15 22:54:45,TZ,mpesa,***3025
R01134,2026-01-15 08:23:46,NG,bank,***7017
R01135,2026-01-31 18:25:50,TZ,tigopesa,***4548
R01136,2026-02-12 07:21:05,TZ,tigopesa,***1710
R01137,2026-03-30 14:49:47,UG,mtn_momo,***7751
R01138,2026-02-11 10:27:09,TZ,mpesa,***4130
R01139,2026-03-26 08:13:04,KE,bank,***4565
R01140,2026-03-31 12:24:00,KE,mpesa,***6944
R01141,2026-02-28 10:57:19,NG,bank,***7949
R01142,2026-01-06 16:03:56,UG,mtn_momo,***9966
R01143,2026-01-16 12:08:56,UG,airtel_money,***1161
R01144,2026-01-26 18:16:04,UG,mtn_momo,***6288
R01145,2026-03-24 06:00:50,TZ,mpesa,***1855
R01146,2026-01-21 17:00:16,UG,airtel_money,***4083
R01147,2026-02-26 18:04:48,UG,airtel_money,***2708
R01148,2026-01-31 16:30:40,KE,bank,***2461
R01149,2026-01-09 09:45:39,UG,airtel_money,***8198
R01150,2026-02-04 20:53:29,GH,bank,***9984
R01151,2026-03-02 20:11:04,NG,bank,***8295
R01152,2026-03-31 07:34:11,NG,bank,***2574
R01153,2026-03-02 11:50:13,KE,bank,***4634
R01154,2026-01-16 11:37:23,KE,mpesa,***5155
R01155,2026-03-26 14:12:41,GH,mtn_momo,***8119
R01156,2026-03-16 12:06:11,UG,airtel_money,***4089
R01157,2026-03-02 21:58:13,KE,mpesa,***1362
R01158,2026-01-03 08:52:07,KE,mpesa,***4994
R01159,2026-02-16 12:59:03,NG,bank,***5579
R01160,2026-02-11 12:05:57,NG,bank,***8866
R01161,2026-01-17 15:31:53,NG,bank,***9742
R01162,2026-02-28 12:51:15,NG,bank,***7558
R01163,2026-02-24 12:11:50,KE,bank,***8432
R01164,2026-01-11 16:44:20,GH,mtn_momo,***6040
R01165,2026-03-11 20:05:58,KE,bank,***5649
R01166,2026-01-23 16:33:53,KE,mpesa,***1792
R01167,2026-02-01 16:24:42,TZ,tigopesa,***8157
R01168,2026-01-25 17:36:43,NG,bank,***6776
R01169,2026-02-21 12:48:01,GH,bank,***3359
R01170,2026-01-15 08:27:22,NG,bank,***4463
R01171,2026-02-04 20:11:37,KE,bank,***4769
R01172,2026-02-23 13:38:36,NG,bank,***8608
R01173,2026-01-25 07:55:01,KE,mpesa,***3558
R01174,2026-01-10 19:02:12,NG,bank,***2001
R01175,2026-03-31 09:04:18,NG,bank,***7142
R01176,2026-02-18 17:54:43,NG,bank,***1794
R01177,2026-03-15 08:31:39,GH,mtn_momo,***7721
R01178,2026-03-24 08:05:07,UG,airtel_money,***8049
R01179,2026-03-17 15:29:09,UG,mtn_momo,***2399
R01180,2026-03-09 09:26:42,NG,bank,***1257
R01181,2026-02-03 06:23:36,GH,mtn_momo,***1464
R01182,2026-01-15 06:16:57,NG,bank,***9202
R01183,2026-03-03 19:34:21,NG,bank,***2807
R01184,2026-03-05 09:28:12,KE,mpesa,***3577
R01185,2026-01-20 20:02:55,KE,mpesa,***8165
R01186,2026-01-23 21:08:47,KE,bank,***8578
R01187,2026-02-26 06:17:40,NG,bank,***4501
R01188,2026-03-08 06:39:57,NG,bank,***1269
R01189,2026-03-03 07:42:51,KE,mpesa,***7762
R01190,2026-01-06 09:01:44,KE,bank,***1511
R01191,2026-01-03 09:08:23,TZ,tigopesa,***2503
R01192,2026-03-12 09:18:21,TZ,tigopesa,***9077
R01193,2026-02-27 19:11:20,TZ,tigopesa,***1432
R01194,2026-03-31 15:26:14,KE,bank,***6274
R01195,2026-03-10 22:15:49,KE,mpesa,***5473
R01196,2026-03-30 17:34:35,KE,bank,***1308
R01197,2026-03-12 19:58:14,NG,bank,***2612
R01198,2026-02-08 18:06:34,KE,mpesa,***5404
R01199,2026-03-27 14:09:49,GH,mtn_momo,***6817
R01200,2026-03-31 14:36:57,GH,mtn_momo,***1091
R01201,2026-03-03 08:48:10,TZ,mpesa,***5598
R01202,2026-01-09 21:11:33,TZ,tigopesa,***2494
R01203,2026-01-12 06:15:39,GH,mtn_momo,***4465
R01204,2026-01-29 08:51:58,TZ,mpesa,***8071
R01205,2026-02-11 19:01:13,NG,bank,***2186
R01206,2026-01-15 06:22:37,NG,bank,***7604
R01207,2026-01-30 15:26:32,UG,mtn_momo,***5488
R01208,2026-01-10 16:56:11,UG,mtn_momo,***1743
R01209,2026-02-15 08:26:37,UG,mtn_momo,***3575
R01210,2026-01-27 12:57:22,GH,mtn_momo,***6923
R01211,2026-01-31 11:31:17,NG,bank,***2351
R01212,2026-02-05 07:52:15,GH,mtn_momo,***4538
R01213,2026-01-08 07:54:59,UG,mtn_momo,***4593
R01214,2026-02-14 22:18:55,GH,mtn_momo,***2878
R01215,2026-02-11 08:27:01,NG,bank,***9457
R01216,2026-02-10 22:42:37,NG,bank,***5634
R01217,2026-02-25 17:15:24,NG,bank,***4995
R01218,2026-01-18 11:08:08,TZ,tigopesa,***9005
R01219,2026-02-03 22:59:26,KE,bank,***6857
R01220,2026-03-12 15:56:29,GH,bank,***8275
R01221,2026-03-22 16:07:30,GH,mtn_momo,***9765
R01222,2026-02-26 22:07:33,UG,airtel_money,***4867
R01223,2026-01-11 19:11:00,TZ,mpesa,***4674
R01224,2026-02-01 12:21:53,UG,airtel_money,***1377
R01225,2026-02-01 06:26:56,KE,mpesa,***9396
R01226,2026-01-09 22:16:14,GH,mtn_momo,***1806
R01227,2026-03-05 16:10:20,GH,bank,***4520
R01228,2026-01-30 09:51:26,NG,bank,***3697
R01229,2026-03-23 21:29:02,NG,bank,***3307
R01230,2026-03-04 09:07:15,NG,bank,***4213
R01231,2026-02-12 20:45:21,UG,mtn_momo,***7889
R01232,2026-03-13 14:50:04,UG,mtn_momo,***9027
R01233,2026-02-01 21:33:16,TZ,mpesa,***8986
R01234,2026-01-27 14:31:07,TZ,tigopesa,***1898
R01235,2026-02-15 07:16:27,UG,mtn_momo,***4670
R01236,2026-03-16 06:08:20,UG,airtel_money,***7715
R01237,2026-02-28 20:35:07,KE,bank,***9918
R01238,2026-03-23 15:39:51,TZ,mpesa,***9180
R01239,2026-03-02 09:44:40,NG,bank,***5093
R01240,2026-01-28 11:28:36,NG,bank,***4346
R01241,2026-01-15 15:38:47,KE,bank,***7153
R01242,2026-01-11 10:37:14,NG,bank,***7854
R01243,2026-03-20 21:27:52,UG,mtn_momo,***8753
R01244,2026-02-16 09:31:06,UG,airtel_money,***8755
R01245,2026-02-05 18:28:43,KE,bank,***9887
R01246,2026-02-15 15:04:03,GH,bank,***9183
R01247,2026-01-30 13:21:11,UG,airtel_money,***7988
R01248,2026-03-12 21:50:39,UG,airtel_money,***4643
R01249,2026-02-04 07:44:05,GH,mtn_momo,***1555
R01250,2026-03-03 10:25:51,NG,bank,***7560
R01251,2026-02-24 17:34:59,TZ,tigopesa,***5682
R01252,2026-01-18 14:53:56,GH,bank,***3751
R01253,2026-02-18 09:50:47,KE,bank,***4756
R01254,2026-02-28 07:04:21,KE,mpesa,***6850
R01255,2026-01-19 09:58:12,UG,airtel_money,***6273
R01256,2026-03-08 21:45:40,UG,airtel_money,***7502
R01257,2026-02-07 13:28:45,KE,bank,***5271
R01258,2026-03-11 07:01:18,GH,mtn_momo,***8436
R01259,2026-02-15 19:20:11,TZ,mpesa,***8925
R01260,2026-03-06 12:55:40,TZ,tigopesa,***3200
R01261,2026-01-08 07:16:50,GH,bank,***3628
R01262,2026-03-16 21:40:20,TZ,mpesa,***6738
R01263,2026-02-09 18:18:11,GH,mtn_momo,***5547
R01264,2026-02-12 15:57:19,KE,bank,***3933
R01265,2026-01-17 11:09:56,UG,airtel_money,***5070
R01266,2026-03-25 14:20:23,UG,airtel_money,***7067
R01267,2026-02-26 07:33:33,KE,bank,***6273
R01268,2026-02-13 08:39:30,KE,bank,***6840
R01269,2026-01-29 10:42:31,GH,bank,***7095
R01270,2026-03-03 17:04:26,NG,bank,***1517
R01271,2026-03-19 10:21:43,UG,airtel_money,***9841
R01272,2026-03-10 17:17:23,KE,mpesa,***3161
R01273,2026-01-07 20:12:12,UG,mtn_momo,***3222
R01274,2026-02-19 13:41:24,UG,mtn_momo,***9664
R01275,2026-03-13 19:26:40,TZ,tigopesa,***5932
R01276,2026-01-26 17:43:49,TZ,mpesa,***2295
R01277,2026-01-25 10:48:41,TZ,mpesa,***1255
R01278,2026-02-06 22:37:00,UG,airtel_money,***2664
R01279,2026-02-11 18:22:41,TZ,tigopesa,***1959
R01280,2026-03-29 21:20:49,KE,mpesa,***5837
R01281,2026-01-24 17:09:24,TZ,mpesa,***4374
R01282,2026-01-16 13:00:07,TZ,mpesa,***6769
R01283,2026-02-04 17:31:53,KE,mpesa,***5200
R01284,2026-01-26 20:58:58,KE,mpesa,***6954
R01285,2026-03-26 22:42:19,TZ,mpesa,***8081
R01286,2026-03-24 11:31:13,GH,bank,***3721
R01287,2026-03-07 18:07:40,NG,bank,***1896
R01288,2026-01-22 20:19:09,UG,airtel_money,***6667
R01289,2026-03-07 14:36:50,NG,bank,***6585
R01290,2026-02-18 11:22:06,NG,bank,***6689
R01291,2026-01-17 11:55:11,NG,bank,***9680
R01292,2026-02-03 10:30:17,KE,mpesa,***3078
R01293,2026-03-05 12:26:11,KE,bank,***6824
R01294,2026-02-26 12:07:56,KE,mpesa,***5123
R01295,2026-03-22 21:47:13,NG,bank,***1776
R01296,2026-03-28 15:41:37,TZ,mpesa,***4331
R01297,2026-02-28 20:46:53,TZ,mpesa,***1009
R01298,2026-03-12 12:30:00,NG,bank,***4558
R01299,2026-01-24 10:27:53,NG,bank,***8030
R01300,2026-01-06 14:56:06,NG,bank,***3427
R01301,2026-02-12 12:32:15,TZ,tigopesa,***3297
R01302,2026-01-21 18:58:05,TZ,mpesa,***8652
R01303,2026-02-18 11:47:07,UG,mtn_momo,***6840
R01304,2026-01-13 06:57:19,UG,mtn_momo,***8913
R01305,2026-03-03 16:52:49,KE,bank,***6049
R01306,2026-01-08 21:09:10,GH,bank,***1990
R01307,2026-02-25 14:20:31,GH,bank,***4239
R01308,2026-03-30 06:36:54,TZ,mpesa,***5976
R01309,2026-01-25 14:59:04,TZ,mpesa,***2930
R01310,2026-01-26 16:14:45,GH,mtn_momo,***4252
R01311,2026-02-24 09:15:32,GH,bank,***5678
R01312,2026-02-03 12:14:12,UG,airtel_money,***6409
R01313,2026-02-22 18:33:46,NG,bank,***1071
R01314,2026-02-27 09:50:14,NG,bank,***6389
R01315,2026-03-20 09:14:41,UG,mtn_momo,***5408
R01316,2026-02-08 06:22:16,GH,bank,***6330
R01317,2026-01-01 06:25:13,TZ,tigopesa,***5872
R01318,2026-03-06 15:33:09,TZ,tigopesa,***8095
R01319,2026-02-16 16:39:02,TZ,tigopesa,***1238
R01320,2026-01-03 06:58:31,TZ,mpesa,***5016
R01321,2026-01-28 22:40:28,TZ,tigopesa,***5012
R01322,2026-01-22 11:25:54,TZ,mpesa,***4838
R01323,2026-01-27 09:36:33,TZ,mpesa,***6542
R01324,2026-02-12 19:11:20,KE,bank,***1657
R01325,2026-01-10 19:19:11,TZ,tigopesa,***6772
R01326,2026-02-23 09:49:34,TZ,tigopesa,***1718
R01327,2026-02-20 19:57:48,TZ,mpesa,***7438
R01328,2026-01-13 22:56:41,GH,mtn_momo,***1640
R01329,2026-03-27 21:59:04,GH,bank,***7081
R01330,2026-02-21 11:41:53,KE,mpesa,***7242
R01331,2026-01-15 15:47:31,NG,bank,***6494
R01332,2026-03-16 11:43:42,TZ,tigopesa,***6111
R01333,2026-02-25 20:52:24,TZ,tigopesa,***3221
R01334,2026-01-26 18:39:18,KE,bank,***2731
R01335,2026-01-14 06:31:23,KE,bank,***6710
R01336,2026-03-01 07:03:31,TZ,mpesa,***9199
R01337,2026-02-21 07:39:03,TZ,tigopesa,***8507
R01338,2026-02-11 11:18:22,NG,bank,***4577
R01339,2026-01-17 16:28:29,GH,bank,***2103
R01340,2026-02-27 16:49:34,KE,bank,***8438
R01341,2026-01-05 22:22:21,UG,airtel_money,***5603
R01342,2026-03-26 07:10:11,UG,mtn_momo,***8399
R01343,2026-01-06 18:53:32,UG,mtn_momo,***2735
R01344,2026-02-15 08:06:18,GH,bank,***2661
R01345,2026-03-17 18:14:19,GH,bank,***7535
R01346,2026-01-13 06:25:36,KE,mpesa,***6036
R01347,2026-03-25 20:46:38,NG,bank,***2998
R01348,2026-02-19 11:59:23,TZ,tigopesa,***9949
R01349,2026-01-23 20:04:12,TZ,tigopesa,***8910
R01350,2026-03-30 09:43:43,TZ,tigopesa,***5682
R01351,2026-03-09 20:49:35,GH,bank,***8198
R01352,2026-02-28 22:20:33,NG,bank,***6364
R01353,2026-03-16 19:53:37,GH,bank,***5101
R01354,2026-01-08 13:38:31,UG,mtn_momo,***9308
R01355,2026-03-02 12:23:18,UG,mtn_momo,***3387
R01356,2026-03-23 16:52:06,NG,bank,***1128
R01357,2026-03-28 12:30:04,NG,bank,***8306
R01358,2026-02-02 16:09:24,NG,bank,***6266
R01359,2026-01-09 09:22:32,UG,airtel_money,***7131
R01360,2026-01-08 09:52:29,UG,airtel_money,***1583
R01361,2026-01-31 11:04:57,UG,airtel_money,***4599
R01362,2026-01-05 21:19:52,TZ,mpesa,***1101
R01363,2026-03-27 15:22:08,TZ,mpesa,***3279
R01364,2026-01-07 10:44:40,TZ,mpesa,***9862
R01365,2026-03-10 17:54:36,UG,mtn_momo,***1978
R01366,2026-03-24 20:00:06,UG,mtn_momo,***9736
R01367,2026-02-24 17:41:24,GH,mtn_momo,***4991
R01368,2026-03-19 19:13:28,NG,bank,***5922
R01369,2026-01-31 09:46:31,TZ,tigopesa,***9244
R01370,2026-01-07 13:00:36,TZ,mpesa,***3101
R01371,2026-02-07 21:31:13,TZ,tigopesa,***9488
R01372,2026-03-29 07:29:05,NG,bank,***3380
R01373,2026-02-02 18:33:53,NG,bank,***8415
R01374,2026-01-01 14:34:10,NG,bank,***9770
R01375,2026-03-18 20:50:51,GH,bank,***7816
R01376,2026-01-08 22:48:08,GH,bank,***5991
R01377,2026-02-02 12:06:35,GH,mtn_momo,***3741
R01378,2026-03-25 21:28:15,NG,bank,***9098
R01379,2026-01-21 18:57:01,NG,bank,***4303
R01380,2026-01-02 06:25:14,NG,bank,***4329
R01381,2026-02-14 08:51:47,GH,mtn_momo,***4627
R01382,2026-03-29 11:32:38,NG,bank,***2867
R01383,2026-03-08 22:15:55,UG,airtel_money,***4011
R01384,2026-01-08 08:41:46,TZ,tigopesa,***5139
R01385,2026-02-20 07:19:21,UG,airtel_money,***2017
R01386,2026-02-23 14:15:29,TZ,mpesa,***7198
R01387,2026-01-05 14:36:53,GH,bank,***5461
R01388,2026-01-21 18:35:32,KE,bank,***4747
R01389,2026-01-19 16:24:05,KE,mpesa,***4228
R01390,2026-03-22 18:31:02,NG,bank,***6732
R01391,2026-03-23 09:37:19,NG,bank,***4593
R01392,2026-02-23 09:46:15,NG,bank,***7138
R01393,2026-03-14 09:32:11,GH,bank,***6508
R01394,2026-02-09 13:24:45,GH,bank,***6405
R01395,2026-02-26 17:58:33,GH,bank,***8168
R01396,2026-01-10 14:39:56,UG,airtel_money,***9864
R01397,2026-02-26 17:44:01,UG,airtel_money,***1970
R01398,2026-02-03 07:39:14,GH,mtn_momo,***1809
R01399,2026-03-05 12:33:14,TZ,mpesa,***3556
R01400,2026-02-20 18:00:38,GH,mtn_momo,***4740
R01401,2026-03-15 18:12:27,GH,mtn_momo,***9912
R01402,2026-01-14 11:41:26,KE,mpesa,***1484
R01403,2026-01-03 12:24:20,KE,bank,***6285
R01404,2026-01-21 13:36:45,GH,bank,***2202
R01405,2026-02-03 15:14:02,TZ,mpesa,***2414
R01406,2026-01-17 19:40:02,NG,bank,***2424
R01407,2026-02-23 07:50:26,UG,airtel_money,***5071
R01408,2026-02-17 09:14:44,UG,airtel_money,***6743
R01409,2026-01-06 06:44:45,UG,mtn_momo,***7975
R01410,2026-01-15 06:34:18,UG,mtn_momo,***3023
R01411,2026-02-28 12:48:55,TZ,tigopesa,***7800
R01412,2026-03-10 09:09:06,TZ,tigopesa,***7405
R01413,2026-01-18 06:05:55,TZ,tigopesa,***3580
R01414,2026-03-09 21:41:05,TZ,mpesa,***4307
R01415,2026-01-18 19:24:01,TZ,tigopesa,***8025
R01416,2026-01-14 14:17:04,TZ,tigopesa,***3672
R01417,2026-03-09 15:18:34,NG,bank,***3537
R01418,2026-01-30 22:57:35,TZ,tigopesa,***3291
R01419,2026-01-22 10:43:50,TZ,tigopesa,***2701
R01420,2026-03-17 11:27:25,TZ,tigopesa,***8322
R01421,2026-01-08 15:06:04,TZ,tigopesa,***7752
R01422,2026-01-29 09:31:48,NG,bank,***8978
R01423,2026-01-01 19:53:46,NG,bank,***9186
R01424,2026-02-09 15:45:53,NG,bank,***2616
R01425,2026-02-16 10:49:57,GH,mtn_momo,***5908
R01426,2026-01-17 19:07:54,NG,bank,***2912
R01427,2026-01-24 15:50:31,NG,bank,***4979
R01428,2026-02-19 07:52:58,GH,bank,***6058
R01429,2026-03-05 10:00:58,GH,bank,***2156
R01430,2026-02-24 20:10:44,GH,mtn_momo,***4816
R01431,2026-02-17 10:53:52,UG,airtel_money,***1607
R01432,2026-01-17 09:41:57,UG,airtel_money,***2502
R01433,2026-03-18 07:16:48,GH,mtn_momo,***3645
R01434,2026-01-12 21:40:41,GH,mtn_momo,***7546
R01435,2026-03-11 17:40:45,UG,airtel_money,***4858
R01436,2026-01-25 14:59:27,UG,mtn_momo,***2336
R01437,2026-02-05 13:45:40,UG,mtn_momo,***2720
R01438,2026-01-22 10:54:05,KE,bank,***7876
R01439,2026-01-28 10:20:02,KE,bank,***6993
R01440,2026-03-22 07:55:39,KE,mpesa,***9747
R01441,2026-01-02 06:19:14,UG,airtel_money,***7928
R01442,2026-02-13 18:05:32,KE,bank,***9365
R01443,2026-01-13 16:56:39,KE,bank,***9966
R01444,2026-03-07 13:22:45,KE,bank,***4680
