transaction_id,user_id,recipient_id,created_ts,send_amount,send_currency,receive_amount,receive_currency,fx_rate,fee_amount,payment_method,payout_method,device_id,ip_address,status,decline_reason
T0009138,U00419,R00869,2026-04-24 21:20:31,173.09,GBP,327525.81,NGN,1892.2567,1.73,debit_card,bank,DV00419,GB.88.229.120,completed,
T0002327,U00114,R00242,2026-04-24 21:26:16,53.64,USD,80215.26,NGN,1495.3159,0.54,debit_card,bank,DV00114,US.5.85.60,completed,
T0013865,U00630,R01265,2026-04-24 21:29:16,204.29,GBP,966344.88,UGX,4730.3105,2.04,google_pay,airtel_money,DV00630,GB.164.201.160,completed,
T0005170,U00243,R00497,2026-04-24 21:38:09,128.76,GBP,602131.42,UGX,4676.2672,1.29,debit_card,mtn_momo,DV00243,GB.33.19.189,completed,
T0007561,U00354,R00723,2026-04-24 21:47:20,305.25,GBP,580678.89,NGN,1902.2842,3.05,bank_transfer,bank,DV00354,GB.103.82.89,completed,
T0005460,U00259,R00525,2026-04-24 21:49:22,114.42,GBP,2190.37,GHS,19.1435,1.14,bank_transfer,bank,DV00259,GB.77.136.235,completed,
T0011653,U00533,R01078,2026-04-24 21:58:55,296.63,USD,4407.78,GHS,14.8596,2.97,apple_pay,mtn_momo,DV00533,US.74.199.54,completed,
T0000380,U00019,R00042,2026-04-24 22:01:58,145.25,USD,379626.71,TZS,2613.6333,1.45,debit_card,tigopesa,DV00019,US.252.124.40,failed,payout_provider_error
T0008965,U00412,R00860,2026-04-24 22:05:03,122.99,GBP,411062.84,TZS,3342.2804,1.23,apple_pay,mpesa,DV00412,GB.109.122.19,completed,
T0004853,U00225,R00462,2026-04-24 22:13:02,212.37,GBP,35482.9,KES,167.0785,2.12,debit_card,bank,DV00225,GB.90.189.98,completed,
T0003034,U00145,R00302,2026-04-24 22:16:41,298.82,GBP,996928.3,TZS,3336.2267,2.99,apple_pay,tigopesa,DV00145,GB.37.247.38,completed,
T0013552,U00614,R01239,2026-04-24 22:39:38,267.27,USD,395346.87,NGN,1479.2304,2.67,bank_transfer,bank,DV00614,US.172.176.59,completed,
T0013913,U00631,R01267,2026-04-24 22:48:39,76.6,USD,9989.18,KES,130.4042,0.77,bank_transfer,bank,DV00631,US.130.107.38,completed,
T0001083,U00054,R00120,2026-04-24 22:53:23,113.17,USD,423836.07,UGX,3745.1816,1.13,debit_card,mtn_momo,DV00054,US.134.133.3,completed,
T0017787,U00469,R00966,2026-04-24 23:51:42,6.31,GBP,1035.15,KES,164.1175,0.5,debit_card,mpesa,DVX6133,CN.142.7.115,failed,card_declined
T0017788,U00469,R00966,2026-04-24 23:53:42,4.49,GBP,750.3,KES,166.9755,0.5,debit_card,mpesa,DVX6133,CN.22.106.218,failed,card_declined
T0017789,U00469,R00965,2026-04-24 23:55:42,3.08,GBP,503.72,KES,163.5436,0.5,debit_card,mpesa,DVX6133,CN.53.4.47,failed,card_declined
T0017790,U00469,R00966,2026-04-24 23:57:42,2.01,GBP,330.33,KES,164.2888,0.5,debit_card,mpesa,DVX6133,CN.134.110.10,failed,card_declined
T0017791,U00469,R00966,2026-04-24 23:59:42,1.06,GBP,172.78,KES,163.6519,0.5,debit_card,mpesa,DVX6133,CN.226.49.236,failed,card_declined
T0017792,U00469,R00966,2026-04-25 00:01:42,7.85,GBP,1283.39,KES,163.4562,0.5,debit_card,mpesa,DVX6133,CN.165.78.138,completed,
T0017793,U00469,R00965,2026-04-25 00:03:42,3.71,GBP,614.51,KES,165.4928,0.5,debit_card,mpesa,DVX6133,CN.132.81.113,failed,card_declined
T0017794,U00469,R00965,2026-04-25 00:05:42,7.5,GBP,1254.45,KES,167.3534,0.5,debit_card,mpesa,DVX6133,CN.28.38.237,failed,card_declined
T0017795,U00469,R00965,2026-04-25 00:07:42,4.1,GBP,686.19,KES,167.4061,0.5,debit_card,mpesa,DVX6133,CN.87.207.2,failed,card_declined
T0017796,U00469,R00965,2026-04-25 00:09:42,1.18,GBP,195.36,KES,165.1318,0.5,debit_card,mpesa,DVX6133,CN.62.222.79,failed,card_declined
T0002728,U00130,R00274,2026-04-25 06:25:42,183.44,USD,673497.21,UGX,3671.4988,1.83,debit_card,airtel_money,DV00130,US.38.253.168,completed,
T0014147,U00643,R01288,2026-04-25 06:36:05,212.15,GBP,993204.01,UGX,4681.5978,2.12,debit_card,airtel_money,DV00643,GB.111.60.238,completed,
T0005902,U00279,R00564,2026-04-25 06:42:07,61.12,GBP,287038.69,UGX,4695.9539,0.61,bank_transfer,airtel_money,DV00279,GB.94.80.159,completed,
T0015748,U00721,R01451,2026-04-25 06:44:03,192.09,GBP,633439.68,TZS,3297.6473,1.92,debit_card,tigopesa,DV00721,GB.234.169.133,completed,
T0005406,U00254,R00515,2026-04-25 06:44:33,96.82,GBP,323431.08,TZS,3340.4805,0.97,bank_transfer,tigopesa,DV00254,GB.108.29.214,completed,
T0013631,U00618,R01245,2026-04-25 07:00:13,70.08,EUR,9708.33,KES,138.5242,0.7,debit_card,bank,DV00618,DE.72.154.243,completed,
T0004982,U00232,R00474,2026-04-25 07:07:13,43.85,USD,5583.5,KES,127.3366,0.5,debit_card,mpesa,DV00232,US.71.84.115,completed,
T0013247,U00600,R01214,2026-04-25 07:08:59,129.31,USD,1960.2,GHS,15.1585,1.29,debit_card,mtn_momo,DV00600,US.225.153.67,completed,
T0017037,U00778,R01573,2026-04-25 07:15:54,128.66,EUR,360940.23,TZS,2805.4696,1.29,debit_card,tigopesa,DV00778,DE.124.219.154,completed,
T0015879,U00728,R01468,2026-04-25 07:22:23,455.71,GBP,8644.09,GHS,18.9683,4.56,debit_card,mtn_momo,DV00728,GB.197.75.145,completed,
T0014342,U00651,R01304,2026-04-25 07:25:57,298.24,GBP,1408730.5,UGX,4723.555,2.98,debit_card,mtn_momo,DV00651,GB.241.212.49,completed,
T0013440,U00607,R01227,2026-04-25 07:29:38,170.33,USD,2559.36,GHS,15.0255,1.7,debit_card,bank,DV00607,US.253.27.191,completed,
T0002052,U00101,R00212,2026-04-25 07:52:48,79.2,GBP,260341.43,TZS,3287.2852,0.79,debit_card,tigopesa,DV00101,GB.158.159.14,completed,
T0017488,U00798,R01610,2026-04-25 07:55:50,96.85,USD,143617.6,NGN,1482.8418,0.97,bank_transfer,bank,DV00798,US.54.128.25,completed,
T0012642,U00573,R01154,2026-04-25 08:01:13,126.98,GBP,20819.03,KES,163.9613,1.27,apple_pay,mpesa,DV00573,GB.32.23.76,completed,
T0017466,U00797,R01608,2026-04-25 08:19:33,191.18,GBP,634996.15,TZS,3321.5275,1.91,debit_card,tigopesa,DV00797,GB.219.187.174,completed,
T0000489,U00025,R00055,2026-04-25 08:46:30,380.28,EUR,6252.49,GHS,16.4418,3.8,google_pay,mtn_momo,DV00025,DE.136.202.171,completed,
T0010779,U00490,R01005,2026-04-25 08:53:05,261.29,USD,680935.0,TZS,2606.0834,2.61,debit_card,mpesa,DV00490,US.205.36.67,completed,
T0010984,U00499,R01020,2026-04-25 09:02:40,139.47,EUR,385143.63,TZS,2761.4674,1.39,apple_pay,mpesa,DV00499,DE.60.146.190,completed,
T0001906,U00095,R00199,2026-04-25 09:11:18,411.59,USD,52691.02,KES,128.0171,4.12,bank_transfer,bank,DV00095,US.164.139.222,completed,
T0000484,U00024,R00054,2026-04-25 09:14:52,353.55,GBP,57715.67,KES,163.2442,3.54,bank_transfer,mpesa,DV00024,GB.138.176.46,completed,
T0011763,U00537,R01085,2026-04-25 09:16:13,174.77,GBP,572879.61,TZS,3277.8398,1.75,bank_transfer,mpesa,DV00537,GB.202.203.55,completed,
T0008285,U00383,R00790,2026-04-25 09:16:29,90.01,GBP,1719.32,GHS,19.1022,0.9,google_pay,mtn_momo,DV00383,GB.40.104.1,completed,
T0002110,U00104,R00218,2026-04-25 09:28:48,71.66,GBP,232974.55,TZS,3251.2775,0.72,debit_card,tigopesa,DV00104,GB.162.135.67,completed,
T0010090,U00462,R00951,2026-04-25 09:36:04,446.24,GBP,72714.22,KES,162.9498,4.46,debit_card,mpesa,DV00462,GB.109.60.135,completed,
T0014428,U00657,R01316,2026-04-25 09:44:52,78.07,GBP,1466.87,GHS,18.7901,0.78,bank_transfer,bank,DV00657,GB.51.101.112,completed,
T0004108,U00191,R00398,2026-04-25 09:50:28,243.17,GBP,1150749.51,UGX,4732.3582,2.43,bank_transfer,mtn_momo,DV00191,GB.79.75.146,completed,
T0002928,U00139,R00291,2026-04-25 10:18:21,369.12,USD,5523.14,GHS,14.9629,3.69,bank_transfer,bank,DV00139,US.194.36.50,completed,
T0004642,U00218,R00450,2026-04-25 10:18:37,260.74,USD,391124.27,NGN,1500.0435,2.61,bank_transfer,bank,DV00218,US.45.6.28,completed,
T0014803,U00677,R01360,2026-04-25 10:51:15,137.83,USD,503853.39,UGX,3655.5215,1.38,bank_transfer,airtel_money,DV00677,US.133.81.142,completed,
T0012245,U00558,R01126,2026-04-25 10:51:21,176.45,USD,461235.8,TZS,2614.012,1.76,debit_card,mpesa,DV00558,US.172.106.248,completed,
T0009676,U00442,R00906,2026-04-25 11:15:19,151.33,EUR,251955.39,NGN,1664.9197,1.51,debit_card,bank,DV00442,DE.7.171.86,completed,
T0007599,U00355,R00726,2026-04-25 11:33:12,311.08,GBP,5901.16,GHS,18.9702,3.11,apple_pay,mtn_momo,DV00355,GB.50.72.194,completed,
T0017872,U00753,R01521,2026-04-25 11:43:41,979.67,GBP,3258571.4,TZS,3326.1783,9.8,bank_transfer,mpesa,DV00753,GB.167.97.157,completed,
T0017873,U00753,R01616,2026-04-25 12:08:41,993.67,GBP,4616564.85,UGX,4645.9864,9.94,bank_transfer,airtel_money,DV00753,GB.9.109.13,completed,
T0000624,U00033,R00075,2026-04-25 12:18:47,189.23,EUR,527510.64,TZS,2787.6228,1.89,debit_card,mpesa,DV00033,DE.152.12.113,completed,
T0017874,U00753,R01619,2026-04-25 12:33:41,919.7,GBP,3072422.51,TZS,3340.694,9.2,bank_transfer,mpesa,DV00753,GB.152.49.228,completed,
T0013719,U00621,R01250,2026-04-25 12:39:22,209.13,GBP,393421.77,NGN,1881.1869,2.09,apple_pay,bank,DV00621,GB.164.134.19,failed,payout_provider_error
T0004325,U00202,R00423,2026-04-25 12:39:29,154.67,GBP,2918.83,GHS,18.8719,1.55,debit_card,bank,DV00202,GB.6.168.186,completed,
T0000758,U00040,R00091,2026-04-25 12:53:10,329.88,EUR,1301876.46,UGX,3946.4571,3.3,bank_transfer,airtel_money,DV00040,DE.3.196.178,completed,
T0017875,U00753,R01620,2026-04-25 12:58:41,909.37,GBP,4270970.65,UGX,4696.6307,9.09,bank_transfer,mtn_momo,DV00753,GB.244.220.15,completed,
T0007926,U00369,R00755,2026-04-25 13:09:15,171.46,GBP,573219.45,TZS,3343.228,1.71,apple_pay,tigopesa,DV00369,GB.87.96.198,completed,
T0017876,U00753,R01621,2026-04-25 13:23:41,909.83,GBP,1742192.73,NGN,1914.8652,9.1,bank_transfer,bank,DV00753,GB.111.43.201,completed,
T0004912,U00228,R00466,2026-04-25 13:24:09,329.1,USD,1225052.92,UGX,3722.44,3.29,debit_card,mtn_momo,DV00228,US.243.56.161,completed,
T0006856,U00323,R00660,2026-04-25 13:42:10,68.07,GBP,11086.06,KES,162.8707,0.68,bank_transfer,mpesa,DV00323,GB.78.60.124,completed,
T0004485,U00211,R00440,2026-04-25 14:03:27,177.96,USD,467209.81,TZS,2625.3286,1.78,debit_card,tigopesa,DV00211,US.240.122.160,completed,
T0008346,U00385,R00795,2026-04-25 14:08:02,153.52,GBP,505306.61,TZS,3291.4088,1.54,debit_card,mpesa,DV00385,GB.187.95.56,completed,
T0010058,U00461,R00950,2026-04-25 14:28:41,148.63,GBP,24269.29,KES,163.2826,1.49,debit_card,bank,DV00461,GB.68.251.66,completed,
T0017822,U00093,R01619,2026-04-25 14:31:08,890.15,GBP,2918108.25,TZS,3278.2271,8.9,bank_transfer,mpesa,DV00093,GB.127.176.208,completed,
T0017823,U00093,R01618,2026-04-25 14:56:08,896.07,GBP,1706241.18,NGN,1904.1361,8.96,bank_transfer,bank,DV00093,GB.223.169.149,completed,
T0008834,U00406,R00847,2026-04-25 14:56:57,113.74,EUR,314353.15,TZS,2763.7159,1.14,debit_card,tigopesa,DV00406,DE.254.240.47,completed,
T0009522,U00436,R00898,2026-04-25 14:57:01,242.2,GBP,794152.29,TZS,3278.954,2.42,debit_card,mpesa,DV00436,GB.99.143.245,completed,
T0001902,U00095,R00199,2026-04-25 15:01:56,169.78,USD,21902.03,KES,129.0002,1.7,debit_card,bank,DV00095,US.251.146.144,completed,
T0003047,U00145,R00302,2026-04-25 15:02:49,275.21,GBP,898833.97,TZS,3266.0136,2.75,debit_card,tigopesa,DV00145,GB.241.216.107,completed,
T0004242,U00199,R00416,2026-04-25 15:15:44,50.74,USD,755.58,GHS,14.8901,0.51,debit_card,bank,DV00199,US.254.47.115,completed,
T0017824,U00093,R01618,2026-04-25 15:21:08,932.31,GBP,1773752.09,NGN,1902.5249,9.32,bank_transfer,bank,DV00093,GB.16.30.247,completed,
T0008296,U00384,R00792,2026-04-25 15:22:17,69.94,GBP,11637.37,KES,166.3826,0.7,debit_card,bank,DV00384,GB.53.90.190,completed,
T0001230,U00063,R00138,2026-04-25 15:29:43,38.3,USD,575.87,GHS,15.0361,0.5,debit_card,mtn_momo,DV00063,US.254.48.68,completed,
T0013121,U00597,R01208,2026-04-25 15:32:40,128.66,USD,472336.52,UGX,3671.0745,1.29,bank_transfer,mtn_momo,DV00597,US.141.70.35,completed,
T0011056,U00503,R01024,2026-04-25 15:38:01,64.06,EUR,178104.37,TZS,2780.3305,0.64,bank_transfer,mpesa,DV00503,DE.43.178.146,completed,
T0017825,U00093,R01616,2026-04-25 15:46:08,949.64,GBP,4450534.69,UGX,4686.5708,9.5,bank_transfer,airtel_money,DV00093,GB.209.154.25,completed,
T0010047,U00460,R00948,2026-04-25 16:00:35,294.22,USD,1084643.67,UGX,3686.5628,2.94,google_pay,mtn_momo,DV00460,US.182.58.35,completed,
T0017826,U00093,R01620,2026-04-25 16:11:08,919.52,GBP,4355938.51,UGX,4737.2094,9.2,bank_transfer,mtn_momo,DV00093,GB.152.142.211,completed,
T0003923,U00183,R00385,2026-04-25 16:31:27,651.18,USD,1676750.29,TZS,2574.9588,6.51,debit_card,mpesa,DV00183,US.87.3.4,completed,
T0017827,U00093,R01616,2026-04-25 16:36:08,941.48,GBP,4486996.15,UGX,4765.9198,9.41,bank_transfer,airtel_money,DV00093,GB.110.101.1,completed,
T0013902,U00631,R01267,2026-04-25 16:37:25,26.82,USD,3490.88,KES,130.14,0.5,debit_card,bank,DV00631,US.70.249.136,completed,
T0013131,U00597,R01208,2026-04-25 16:41:44,126.71,USD,475038.17,UGX,3749.1328,1.27,debit_card,mtn_momo,DV00597,US.168.167.91,completed,
T0001291,U00066,R00144,2026-04-25 16:43:15,145.79,USD,2217.92,GHS,15.2127,1.46,debit_card,mtn_momo,DV00066,US.171.73.165,completed,
T0007369,U00347,R00709,2026-04-25 16:45:06,253.27,USD,32750.78,KES,129.3096,2.53,apple_pay,bank,DV00347,US.234.6.27,completed,
T0012988,U00588,R01188,2026-04-25 16:58:04,189.59,GBP,355699.32,NGN,1876.1477,1.9,debit_card,bank,DV00588,GB.39.5.113,completed,
T0011185,U00509,R01036,2026-04-25 17:27:00,232.42,USD,347636.84,NGN,1495.751,2.32,google_pay,bank,DV00509,US.108.212.196,completed,
T0003079,U00147,R00305,2026-04-25 17:37:05,185.09,GBP,30245.66,KES,163.409,1.85,google_pay,bank,DV00147,GB.155.23.40,completed,
T0014623,U00668,R01340,2026-04-25 18:22:14,277.38,EUR,38505.3,KES,138.8201,2.77,bank_transfer,bank,DV00668,DE.76.69.169,completed,
T0000675,U00036,R00084,2026-04-25 18:23:56,240.6,USD,30677.96,KES,127.5075,2.41,bank_transfer,bank,DV00036,US.207.200.142,failed,insufficient_funds
T0011298,U00514,R01048,2026-04-25 18:31:54,33.76,GBP,637.82,GHS,18.8944,0.5,debit_card,mtn_momo,DV00514,GB.181.62.138,completed,
T0009909,U00454,R00935,2026-04-25 18:46:50,120.58,USD,179098.37,NGN,1485.2871,1.21,debit_card,bank,DV00454,US.161.164.41,completed,
T0009288,U00425,R00878,2026-04-25 18:47:59,115.18,USD,430824.04,UGX,3740.3052,1.15,debit_card,airtel_money,DV00425,US.203.81.155,completed,
T0008931,U00410,R00854,2026-04-25 18:52:13,513.8,GBP,1713814.05,TZS,3335.5525,5.14,debit_card,tigopesa,DV00410,GB.38.123.32,completed,
T0006585,U00309,R00627,2026-04-25 18:52:58,330.85,GBP,1562326.52,UGX,4722.1217,3.31,debit_card,mtn_momo,DV00309,GB.206.48.224,completed,
T0013289,U00602,R01218,2026-04-25 19:11:56,197.68,GBP,650035.05,TZS,3288.3513,1.98,bank_transfer,tigopesa,DV00602,GB.91.119.218,completed,
T0012098,U00551,R01111,2026-04-25 19:12:21,80.49,USD,10350.06,KES,128.5946,0.8,debit_card,mpesa,DV00551,US.12.185.187,completed,
T0008480,U00391,R00812,2026-04-25 19:15:11,163.35,GBP,310508.94,NGN,1900.8542,1.63,debit_card,bank,DV00391,GB.27.176.152,completed,
T0001412,U00072,R00155,2026-04-25 19:15:12,53.56,EUR,152003.2,TZS,2837.8485,0.54,debit_card,tigopesa,DV00072,DE.199.229.69,completed,
T0017361,U00791,R01597,2026-04-25 19:16:10,179.91,USD,470856.13,TZS,2617.1217,1.8,debit_card,tigopesa,DV00791,US.190.242.187,completed,
T0017012,U00777,R01571,2026-04-25 19:18:16,199.94,GBP,925630.94,UGX,4629.6026,2.0,debit_card,airtel_money,DV00777,GB.45.231.250,completed,
T0000282,U00014,R00033,2026-04-25 20:27:18,135.64,GBP,254222.13,NGN,1874.2114,1.36,debit_card,bank,DV00014,GB.6.103.142,completed,
T0014055,U00638,R01280,2026-04-25 20:29:07,121.58,USD,15638.16,KES,128.6258,1.22,debit_card,mpesa,DV00638,US.124.230.116,completed,
T0016731,U00762,R01540,2026-04-25 20:30:38,184.28,GBP,611610.86,TZS,3318.9399,1.84,debit_card,mpesa,DV00762,GB.116.172.226,completed,
T0009946,U00455,R00939,2026-04-25 20:41:00,423.6,EUR,6949.75,GHS,16.4064,4.24,debit_card,mtn_momo,DV00455,DE.88.232.128,completed,
T0004007,U00188,R00393,2026-04-25 20:57:15,60.2,USD,906.63,GHS,15.0594,0.6,debit_card,bank,DV00188,US.238.159.214,completed,
T0016046,U00734,R01480,2026-04-25 21:06:18,145.0,GBP,2782.78,GHS,19.192,1.45,debit_card,mtn_momo,DV00734,GB.240.159.90,completed,
T0011471,U00525,R01066,2026-04-25 21:17:21,349.65,EUR,5802.23,GHS,16.5942,3.5,debit_card,bank,DV00525,DE.32.165.210,completed,
T0014432,U00658,R01318,2026-04-25 21:35:09,98.65,GBP,327291.12,TZS,3317.7108,0.99,google_pay,tigopesa,DV00658,GB.69.254.119,completed,
T0015536,U00711,R01430,2026-04-25 21:37:51,109.36,EUR,1826.97,GHS,16.7066,1.09,bank_transfer,mtn_momo,DV00711,DE.17.181.168,completed,
T0000177,U00010,R00022,2026-04-25 21:51:45,125.24,USD,1901.22,GHS,15.181,1.25,debit_card,bank,DV00010,US.82.17.93,completed,
T0008951,U00412,R00859,2026-04-25 22:02:06,39.86,GBP,754.3,GHS,18.9255,0.5,bank_transfer,mtn_momo,DV00412,GB.140.105.101,completed,
T0017065,U00779,R01575,2026-04-25 22:04:12,216.49,USD,560403.14,TZS,2588.5892,2.16,bank_transfer,tigopesa,DV00779,US.136.224.150,completed,
T0015215,U00695,R01401,2026-04-25 22:14:54,129.3,EUR,2111.75,GHS,16.3322,1.29,apple_pay,mtn_momo,DV00695,DE.189.39.234,completed,
T0013762,U00624,R01256,2026-04-25 22:22:50,95.05,GBP,447446.16,UGX,4707.6004,0.95,bank_transfer,airtel_money,DV00624,GB.70.100.57,completed,
T0002448,U00118,R00252,2026-04-25 22:41:14,184.57,GBP,30171.29,KES,163.4662,1.85,apple_pay,bank,DV00118,GB.207.24.17,completed,
T0001699,U00084,R00175,2026-04-25 22:43:18,242.43,GBP,803670.94,TZS,3315.0159,2.42,debit_card,tigopesa,DV00084,GB.132.220.163,failed,insufficient_funds
T0007745,U00361,R00738,2026-04-25 22:49:38,61.09,GBP,1160.74,GHS,19.0009,0.61,debit_card,bank,DV00361,GB.156.22.130,completed,
T0004823,U00224,R00460,2026-04-25 22:56:10,162.77,GBP,534891.97,TZS,3286.2092,1.63,bank_transfer,tigopesa,DV00224,GB.221.101.99,completed,
T0017558,U00060,R01616,2026-04-26 03:16:24,1223.0,USD,4485368.8,UGX,3667.5198,12.23,bank_transfer,airtel_money,DVX9680,NG.237.47.6,completed,
T0017559,U00060,R01620,2026-04-26 03:28:24,965.37,USD,3598844.87,UGX,3727.9309,9.65,bank_transfer,mtn_momo,DVX9680,NG.50.37.151,completed,
T0017560,U00060,R01616,2026-04-26 03:40:24,528.91,USD,1962556.49,UGX,3710.5865,5.29,bank_transfer,airtel_money,DVX9680,NG.158.152.68,completed,
T0011136,U00506,R01032,2026-04-26 06:00:20,329.97,GBP,53996.03,KES,163.6396,3.3,debit_card,bank,DV00506,GB.209.213.244,completed,
T0010095,U00462,R00951,2026-04-26 06:14:57,348.49,GBP,57765.99,KES,165.7604,3.48,apple_pay,mpesa,DV00462,GB.42.145.155,completed,
T0005222,U00245,R00501,2026-04-26 06:17:24,311.4,USD,4719.83,GHS,15.1566,3.11,apple_pay,bank,DV00245,US.16.39.166,completed,
T0000974,U00049,R00110,2026-04-26 06:33:10,200.18,GBP,3789.22,GHS,18.9291,2.0,debit_card,mtn_momo,DV00049,GB.241.229.20,completed,
T0011045,U00502,R01023,2026-04-26 06:41:35,232.82,GBP,4412.66,GHS,18.9533,2.33,debit_card,mtn_momo,DV00502,GB.199.153.220,completed,
T0004956,U00231,R00472,2026-04-26 06:44:36,245.67,GBP,1142505.53,UGX,4650.6236,2.46,bank_transfer,mtn_momo,DV00231,GB.71.46.121,completed,
T0006654,U00313,R00638,2026-04-26 06:44:56,203.26,USD,26433.02,KES,130.0448,2.03,bank_transfer,bank,DV00313,US.54.74.110,completed,
T0012175,U00556,R01121,2026-04-26 06:47:11,110.35,USD,1647.61,GHS,14.9314,1.1,apple_pay,bank,DV00556,US.96.218.12,completed,
T0012038,U00548,R01107,2026-04-26 06:57:48,48.71,USD,178901.29,UGX,3673.0696,0.5,bank_transfer,airtel_money,DV00548,US.14.202.57,completed,
T0001921,U00096,R00201,2026-04-26 07:17:03,108.91,USD,279803.68,TZS,2569.241,1.09,bank_transfer,mpesa,DV00096,US.215.227.95,completed,
T0011754,U00536,R01082,2026-04-26 07:20:33,117.32,EUR,195527.83,NGN,1666.6797,1.17,google_pay,bank,DV00536,DE.219.253.60,completed,
T0002937,U00140,R00292,2026-04-26 07:35:41,149.81,USD,558647.92,UGX,3729.0,1.5,debit_card,airtel_money,DV00140,US.53.33.104,completed,
T0015517,U00710,R01426,2026-04-26 07:42:12,350.37,GBP,658313.53,NGN,1878.8961,3.5,bank_transfer,bank,DV00710,GB.153.209.161,completed,
T0013623,U00618,R01245,2026-04-26 07:52:34,92.1,EUR,12978.03,KES,140.9182,0.92,debit_card,bank,DV00618,DE.81.214.237,completed,
T0015461,U00706,R01419,2026-04-26 08:26:57,197.32,GBP,658581.41,TZS,3337.5932,1.97,bank_transfer,tigopesa,DV00706,GB.53.74.217,completed,
T0006121,U00289,R00587,2026-04-26 08:32:47,140.28,USD,18046.79,KES,128.6466,1.4,bank_transfer,mpesa,DV00289,US.141.96.188,completed,
T0016498,U00752,R01518,2026-04-26 08:37:55,303.91,GBP,1009725.27,TZS,3322.4486,3.04,debit_card,tigopesa,DV00752,GB.211.77.161,completed,
T0012152,U00554,R01117,2026-04-26 08:56:14,98.57,GBP,16249.96,KES,164.8547,0.99,bank_transfer,bank,DV00554,GB.31.52.158,completed,
T0015701,U00718,R01446,2026-04-26 08:56:39,274.35,GBP,1307179.37,UGX,4764.6188,2.74,debit_card,mtn_momo,DV00718,GB.183.249.180,completed,
T0009059,U00416,R00864,2026-04-26 09:05:55,54.87,EUR,151977.82,TZS,2769.7286,0.55,google_pay,mpesa,DV00416,DE.115.91.32,completed,
T0017459,U00796,R01607,2026-04-26 09:24:30,89.17,EUR,12428.0,KES,139.3773,0.89,debit_card,mpesa,DV00796,DE.122.56.126,completed,
T0009965,U00456,R00941,2026-04-26 09:30:21,259.7,GBP,866279.83,TZS,3335.7335,2.6,bank_transfer,tigopesa,DV00456,GB.62.158.108,completed,
T0002707,U00130,R00274,2026-04-26 09:33:10,243.88,USD,896139.08,UGX,3674.5364,2.44,debit_card,airtel_money,DV00130,US.63.3.62,completed,
T0013736,U00623,R01254,2026-04-26 09:33:56,381.13,GBP,62892.75,KES,165.0183,3.81,bank_transfer,mpesa,DV00623,GB.66.34.18,completed,
T0011156,U00508,R01035,2026-04-26 10:05:23,214.7,USD,800881.55,UGX,3730.264,2.15,bank_transfer,mtn_momo,DV00508,US.55.199.4,completed,
T0005289,U00249,R00507,2026-04-26 10:20:20,241.89,GBP,466064.65,NGN,1926.7945,2.42,bank_transfer,bank,DV00249,GB.227.74.33,completed,
T0001848,U00093,R00194,2026-04-26 10:21:25,307.46,GBP,590807.76,NGN,1921.595,3.07,debit_card,bank,DV00093,GB.224.110.9,completed,
T0013055,U00592,R01198,2026-04-26 10:42:11,82.66,GBP,13685.06,KES,165.5615,0.83,debit_card,mpesa,DV00592,GB.134.175.30,completed,
T0013287,U00602,R01218,2026-04-26 11:00:22,246.87,GBP,824193.5,TZS,3338.5902,2.47,debit_card,tigopesa,DV00602,GB.66.244.59,completed,
T0014082,U00640,R01283,2026-04-26 11:21:28,491.97,GBP,82135.34,KES,166.9511,4.92,debit_card,mpesa,DV00640,GB.157.46.51,completed,
T0001786,U00088,R00184,2026-04-26 11:33:32,176.45,USD,22818.81,KES,129.3221,1.76,bank_transfer,mpesa,DV00088,US.72.134.32,completed,
T0004173,U00196,R00409,2026-04-26 11:33:54,225.76,GBP,4328.73,GHS,19.1745,2.26,bank_transfer,mtn_momo,DV00196,GB.89.200.159,completed,
T0008662,U00401,R00834,2026-04-26 11:55:19,396.79,GBP,1303955.59,TZS,3286.2853,3.97,debit_card,tigopesa,DV00401,GB.222.119.70,completed,
T0015946,U00730,R01473,2026-04-26 11:57:55,291.15,GBP,48702.98,KES,167.2758,2.91,apple_pay,mpesa,DV00730,GB.158.123.156,completed,
T0008590,U00397,R00825,2026-04-26 12:02:22,100.95,GBP,16880.66,KES,167.2119,1.01,bank_transfer,mpesa,DV00397,GB.250.234.40,completed,
T0005736,U00270,R00546,2026-04-26 12:03:23,182.2,USD,2699.7,GHS,14.8174,1.82,bank_transfer,bank,DV00270,US.251.207.137,completed,
T0014954,U00685,R01380,2026-04-26 12:04:57,262.35,USD,394395.08,NGN,1503.3287,2.62,debit_card,bank,DV00685,US.5.200.63,completed,
T0015629,U00716,R01441,2026-04-26 12:35:55,195.42,USD,712470.0,UGX,3645.7667,1.95,debit_card,airtel_money,DV00716,US.49.190.112,completed,
T0001970,U00097,R00202,2026-04-26 12:56:57,487.91,USD,7298.03,GHS,14.9579,4.88,bank_transfer,mtn_momo,DV00097,US.35.86.202,completed,
T0005000,U00233,R00478,2026-04-26 13:01:16,237.61,USD,608716.39,TZS,2561.8269,2.38,debit_card,tigopesa,DV00233,US.13.144.39,failed,payout_provider_error
T0014822,U00678,R01363,2026-04-26 13:07:51,177.48,USD,459650.58,TZS,2589.8582,1.77,apple_pay,mpesa,DV00678,US.5.17.36,completed,
